截止日期,公告日期,编号,股东名称,持股数量,占流通股比例,股本性质,symbol
2016-03-31,,6,富德生命人寿保险股份有限公司-万能H,888411648,4.763,境内法人股,600000
2016-03-31,,7,梧桐树投资平台有限责任公司,619672256,3.322,国有股,600000
2016-03-31,,8,中国证券金融股份有限公司,510131815,2.735,国有股,600000
2016-03-31,,9,上海国鑫投资发展有限公司,377101984,2.022,国有股,600000
2016-03-31,,10,中央汇金资产管理有限责任公司,278686304,1.494,国有股,600000
2015-12-31,,1,中国移动通信集团广东有限公司,3730694400,20.0,国有股,600000
2015-12-31,,2,上海国际集团有限公司,3157513984,16.927,国有股,600000
2015-12-31,,3,富德生命人寿保险股份有限公司-传统,1943662464,10.42,境内法人股,600000
2015-12-31,,4,富德生命人寿保险股份有限公司-万能H,1207193344,6.472,境内法人股,600000
2015-12-31,,5,上海上国投资产管理有限公司,975923794,5.232,国有股,600000
2015-12-31,,6,梧桐树投资平台有限责任公司,619672256,3.322,国有股,600000
2015-12-31,,7,富德生命人寿保险股份有限公司-分红,474138336,2.542,境内法人股,600000
2015-12-31,,8,中国证券金融股份有限公司,424454138,2.275,国有股,600000
2015-12-31,,9,上海国鑫投资发展有限公司,377101984,2.022,国有股,600000
2015-12-31,,10,中央汇金资产管理有限责任公司,278686304,1.494,国有股,600000
2015-09-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2015-09-30,,2,富德生命人寿保险股份有限公司-传统,1056330688,7.079,境内法人股,600000
2015-09-30,,3,上海上国投资产管理有限公司,975923794,6.54,国有股,600000
2015-09-30,,4,富德生命人寿保险股份有限公司-万能H,806252480,5.403,境内法人股,600000
2015-09-30,,5,中国证券金融股份有限公司,557741657,3.738,国有股,600000
2015-09-30,,6,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2015-09-30,,7,雅戈尔集团股份有限公司,357780032,2.398,境内法人股,600000
2015-09-30,,8,中央汇金投资有限责任公司,278686304,1.868,国有股,600000
2015-09-30,,9,富德生命人寿保险股份有限公司-分红,276807488,1.855,境内法人股,600000
2015-09-30,,10,百联集团有限公司,190083520,1.274,国有股,600000
2015-06-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2015-06-30,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2015-06-30,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2015-06-30,,4,雅戈尔集团股份有限公司,305000320,2.044,境内法人股,600000
2015-06-30,,5,百联集团有限公司,190083520,1.274,国有股,600000
2015-06-30,,6,海通证券股份有限公司,170993056,1.146,国有股,600000
2015-06-30,,7,香港中央结算有限公司,161623667,1.083,境外法人股,600000
2015-06-30,,8,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2015-06-30,,9,中国建设银行股份有限公司-鹏华中证银行指数分级证券投资基金,144429692,0.968,境内法人股,600000
2015-06-30,,10,南方资本-兴业银行-南方骥元-优化C配置1号资产管理计划,141799888,0.95,境内法人股,600000
2015-03-31,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2015-03-31,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2015-03-31,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2015-03-31,,4,百联集团有限公司,190083520,1.274,国有股,600000
2015-03-31,,5,雅戈尔集团股份有限公司,177079296,1.187,境内法人股,600000
2015-03-31,,6,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2015-03-31,,7,香港中央结算有限公司,160402956,1.075,境外法人股,600000
2015-03-31,,8,上海市邮政公司,113141352,0.758,国有股,600000
2015-03-31,,9,上海百联集团股份有限公司,78838496,0.528,国有股,600000
2015-03-31,,10,中国工商银行-上证50交易型开放式指数证券投资基金,75930000,0.509,境内法人股,600000
2014-12-31,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2014-12-31,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2014-12-31,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2014-12-31,,4,百联集团有限公司,190083520,1.274,国有股,600000
2014-12-31,,5,雅戈尔集团股份有限公司,162000000,1.086,境内法人股,600000
2014-12-31,,6,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2014-12-31,,7,香港中央结算有限公司,148594150,0.996,境外法人股,600000
2014-12-31,,8,上海市邮政公司,113141352,0.758,国有股,600000
2014-12-31,,9,中国证券金融股份有限公司,88270957,0.592,国有股,600000
2014-12-31,,10,交通银行-易方达50指数证券投资基金,81968648,0.549,境内法人股,600000
2014-09-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2014-09-30,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2014-09-30,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2014-09-30,,4,百联集团有限公司,190083520,1.274,国有股,600000
2014-09-30,,5,雅戈尔集团股份有限公司,179201424,1.201,境内法人股,600000
2014-09-30,,6,南方东英资产管理有限公司-南方富时中国A50ETF,165154981,1.107,境外法人股,600000
2014-09-30,,7,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2014-09-30,,8,中国证券金融股份有限公司,145150157,0.973,国有股,600000
2014-09-30,,9,上海市邮政公司,113141352,0.758,国有股,600000
2014-09-30,,10,联讯证券-光大银行-联讯证券联新1号集合资产管理计划,86451840,0.579,境内法人股,600000
2014-06-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2014-06-30,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2014-06-30,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2014-06-30,,4,百联集团有限公司,190083520,1.274,国有股,600000
2014-06-30,,5,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2014-06-30,,6,中国证券金融股份有限公司,145150157,0.973,国有股,600000
2014-06-30,,7,南方东英资产管理有限公司-南方富时中国A50ETF,121300741,0.813,境外法人股,600000
2014-06-30,,8,雅戈尔集团股份有限公司,116050000,0.778,境内法人股,600000
2014-06-30,,9,上海市邮政公司,113141352,0.758,国有股,600000
2014-06-30,,10,中国工商银行-上证50交易型开放式指数证券投资基金,105410360,0.706,境内法人股,600000
2014-03-31,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2014-03-31,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2014-03-31,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2014-03-31,,4,中国平安人寿保险股份有限公司-传统-普通保险产品,286855296,1.922,境内法人股,600000
2014-03-31,,5,百联集团有限公司,190083520,1.274,国有股,600000
2014-03-31,,6,生命人寿保险股份有限公司-万能G,165851968,1.111,境内法人股,600000
2014-03-31,,7,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2014-03-31,,8,中国证券金融股份有限公司,145150157,0.973,国有股,600000
2014-03-31,,9,上海市邮政公司,113141352,0.758,国有股,600000
2014-03-31,,10,雅戈尔集团股份有限公司,111600000,0.748,境内法人股,600000
2013-12-31,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2013-12-31,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2013-12-31,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2013-12-31,,4,中国平安人寿保险股份有限公司-传统-普通保险产品,272109472,1.823,境内法人股,600000
2013-12-31,,5,百联集团有限公司,190083520,1.274,国有股,600000
2013-12-31,,6,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2013-12-31,,7,中国证券金融股份有限公司,133073014,0.892,国有股,600000
2013-12-31,,8,雅戈尔集团股份有限公司,116600000,0.781,境内法人股,600000
2013-12-31,,9,上海市邮政公司,113141352,0.758,国有股,600000
2013-12-31,,10,中国工商银行-上证50交易型开放式指数证券投资基金,103426064,0.693,境内法人股,600000
2013-09-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2013-09-30,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2013-09-30,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2013-09-30,,4,中国平安人寿保险股份有限公司-传统-普通保险产品,272109472,1.823,境内法人股,600000
2013-09-30,,5,百联集团有限公司,190083520,1.274,国有股,600000
2013-09-30,,6,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2013-09-30,,7,雅戈尔集团股份有限公司,124000000,0.831,境内法人股,600000
2013-09-30,,8,上海市邮政公司,113141352,0.758,国有股,600000
2013-09-30,,9,中国工商银行-上证50交易型开放式指数证券投资基金,105546664,0.707,境内法人股,600000
2013-09-30,,10,中国太平洋人寿保险股份有限公司-分红-个人分红,104915256,0.703,境内法人股,600000
2013-06-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2013-06-30,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2013-06-30,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2013-06-30,,4,生命人寿保险股份有限公司-万能H,220125024,1.475,境内法人股,600000
2013-06-30,,5,百联集团有限公司,190083520,1.274,国有股,600000
2013-06-30,,6,雅戈尔集团股份有限公司,165900000,1.112,境内法人股,600000
2013-06-30,,7,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2013-06-30,,8,上海市邮政公司,113141352,0.758,国有股,600000
2013-06-30,,9,中国工商银行-上证50交易型开放式指数证券投资基金,111413760,0.747,境内法人股,600000
2013-06-30,,10,纳爱斯集团有限公司,108411480,0.726,境内法人股,600000
2013-03-31,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2013-03-31,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2013-03-31,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2013-03-31,,4,百联集团有限公司,190083520,1.274,国有股,600000
2013-03-31,,5,雅戈尔集团股份有限公司,176900000,1.185,境内法人股,600000
2013-03-31,,6,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2013-03-31,,7,中信证券股份有限公司客户信用交易担保证券账户,140980884,0.945,境内法人股,600000
2013-03-31,,8,上海市邮政公司,113141352,0.758,国有股,600000
2013-03-31,,9,纳爱斯集团有限公司,108411480,0.726,境内法人股,600000
2013-03-31,,10,生命人寿保险股份有限公司-万能H,103259648,0.692,境内法人股,600000
2012-12-31,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2012-12-31,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2012-12-31,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2012-12-31,,4,百联集团有限公司,190083520,1.274,国有股,600000
2012-12-31,,5,雅戈尔集团股份有限公司,176900000,1.185,境内法人股,600000
2012-12-31,,6,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2012-12-31,,7,中信证券股份有限公司客户信用交易担保证券账户,156086170,1.046,境内法人股,600000
2012-12-31,,8,纳爱斯集团有限公司,153224624,1.027,境内法人股,600000
2012-12-31,,9,中国太平洋人寿保险股份有限公司-分红-个人分红,126343928,0.847,境内法人股,600000
2012-12-31,,10,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,121822864,0.816,境内法人股,600000
2012-09-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2012-09-30,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2012-09-30,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2012-09-30,,4,中国太平洋人寿保险股份有限公司-传统-普通保险产品,215536832,1.444,境内法人股,600000
2012-09-30,,5,百联集团有限公司,190083520,1.274,国有股,600000
2012-09-30,,6,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,186680528,1.251,境内法人股,600000
2012-09-30,,7,中国太平洋人寿保险股份有限公司-分红-个人分红,180558864,1.21,境内法人股,600000
2012-09-30,,8,雅戈尔集团股份有限公司,176900000,1.185,境内法人股,600000
2012-09-30,,9,中国烟草总公司江苏省公司,160880400,1.078,国有股,600000
2012-09-30,,10,纳爱斯集团有限公司,153224624,1.027,境内法人股,600000
2012-06-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2012-06-30,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2012-06-30,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2012-06-30,,4,中国太平洋人寿保险股份有限公司-传统-普通保险产品,211000000,1.414,境内法人股,600000
2012-06-30,,5,百联集团有限公司,190083520,1.274,国有股,600000
2012-06-30,,6,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,182057696,1.22,境内法人股,600000
2012-06-30,,7,中国太平洋人寿保险股份有限公司-分红-个人分红,178692048,1.197,境内法人股,600000
2012-06-30,,8,雅戈尔集团股份有限公司,176900000,1.185,境内法人股,600000
2012-06-30,,9,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2012-06-30,,10,纳爱斯集团有限公司,153224624,1.027,境内法人股,600000
2012-03-31,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2012-03-31,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2012-03-31,,3,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2012-03-31,,4,中国太平洋人寿保险股份有限公司-传统-普通保险产品,211000000,1.414,境内法人股,600000
2012-03-31,,5,兴亚集团控股有限公司,193853344,1.299,境内法人股,600000
2012-03-31,,6,百联集团有限公司,190083520,1.274,国有股,600000
2012-03-31,,7,中国太平洋人寿保险股份有限公司-分红-个人分红,188692048,1.264,境内法人股,600000
2012-03-31,,8,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,184657632,1.237,境内法人股,600000
2012-03-31,,9,交通银行-易方达50指数证券投资基金,182134896,1.221,境内法人股,600000
2012-03-31,,10,雅戈尔集团股份有限公司,179186864,1.201,境内法人股,600000
2011-12-31,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2011-12-31,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2011-12-31,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,506164192,3.392,境外法人股,600000
2011-12-31,,4,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2011-12-31,,5,兴亚集团控股有限公司,200694080,1.345,境内法人股,600000
2011-12-31,,6,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,190543024,1.277,境内法人股,600000
2011-12-31,,7,百联集团有限公司,190083520,1.274,国有股,600000
2011-12-31,,8,交通银行-易方达50指数证券投资基金,182134896,1.221,境内法人股,600000
2011-12-31,,9,雅戈尔集团股份有限公司,179186864,1.201,境内法人股,600000
2011-12-31,,10,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2011-09-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2011-09-30,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2011-09-30,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,506164192,3.392,境外法人股,600000
2011-09-30,,4,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2011-09-30,,5,兴亚集团控股有限公司,219522896,1.471,境内法人股,600000
2011-09-30,,6,百联集团有限公司,190083520,1.274,国有股,600000
2011-09-30,,7,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,189173136,1.268,境内法人股,600000
2011-09-30,,8,交通银行-易方达50指数证券投资基金,185895840,1.246,境内法人股,600000
2011-09-30,,9,雅戈尔集团股份有限公司,179186864,1.201,境内法人股,600000
2011-09-30,,10,海通证券股份有限公司,162469488,1.089,国有股,600000
2011-06-30,,1,上海国际集团有限公司,3157513984,21.159,国有股,600000
2011-06-30,,2,上海国际信托有限公司,975923776,6.54,国有股,600000
2011-06-30,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,506164192,3.392,境外法人股,600000
2011-06-30,,4,上海国鑫投资发展有限公司,377101984,2.527,国有股,600000
2011-06-30,,5,兴亚集团控股有限公司,242257184,1.623,境内法人股,600000
2011-06-30,,6,交通银行-易方达50指数证券投资基金,197695840,1.325,境内法人股,600000
2011-06-30,,7,百联集团有限公司,190083520,1.274,国有股,600000
2011-06-30,,8,雅戈尔集团股份有限公司,179186864,1.201,境内法人股,600000
2011-06-30,,9,中国烟草总公司江苏省公司(江苏省烟草公司),160880400,1.078,国有股,600000
2011-06-30,,10,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,159319264,1.068,境内法人股,600000
2011-03-31,,1,上海国际集团有限公司,2428856832,21.159,国有股,600000
2011-03-31,,2,上海国际信托有限公司,750710592,6.54,国有股,600000
2011-03-31,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,389357088,3.392,境外法人股,600000
2011-03-31,,4,上海国鑫投资发展有限公司,290078464,2.527,国有股,600000
2011-03-31,,5,兴亚集团控股有限公司,189112256,1.647,境内法人股,600000
2011-03-31,,6,海通证券股份有限公司,179204720,1.561,国有股,600000
2011-03-31,,7,交通银行-易方达50指数证券投资基金,153304480,1.336,境内法人股,600000
2011-03-31,,8,百联集团有限公司,146218096,1.274,国有股,600000
2011-03-31,,9,雅戈尔集团股份有限公司,137836048,1.201,境内法人股,600000
2011-03-31,,10,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,131035584,1.142,境内法人股,600000
2010-12-31,,1,上海国际集团有限公司,2428856832,21.159,国有股,600000
2010-12-31,,2,上海国际信托有限公司,750710592,6.54,国有股,600000
2010-12-31,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,389357088,3.392,境外法人股,600000
2010-12-31,,4,上海国鑫投资发展有限公司,290078464,2.527,国有股,600000
2010-12-31,,5,海通证券股份有限公司,187944176,1.637,国有股,600000
2010-12-31,,6,兴亚集团控股有限公司,180018880,1.568,境内法人股,600000
2010-12-31,,7,交通银行-易方达50指数证券投资基金,154304480,1.344,境内法人股,600000
2010-12-31,,8,百联集团有限公司,146218096,1.274,国有股,600000
2010-12-31,,9,雅戈尔集团股份有限公司,137836048,1.201,境内法人股,600000
2010-12-31,,10,中国烟草总公司江苏省公司(江苏省烟草公司),123754160,1.078,国有股,600000
2010-09-30,,1,上海国际集团有限公司,2428856832,21.159,国有股,600000
2010-09-30,,2,上海国际信托有限公司,750710592,6.54,国有股,600000
2010-09-30,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,389357088,3.392,境外法人股,600000
2010-09-30,,4,上海国鑫投资发展有限公司,290078464,2.527,国有股,600000
2010-09-30,,5,兴亚集团控股有限公司,161818192,1.41,境内法人股,600000
2010-09-30,,6,海通证券股份有限公司,156133472,1.36,国有股,600000
2010-09-30,,7,百联集团有限公司,146218096,1.274,国有股,600000
2010-09-30,,8,雅戈尔集团股份有限公司,137836048,1.201,境内法人股,600000
2010-09-30,,9,中国平安人寿保险股份有限公司－传统－普通保险产品,133918024,1.167,境内法人股,600000
2010-09-30,,10,中国烟草总公司江苏省公司（江苏省烟草公司）,123754160,1.078,国有股,600000
2010-06-30,,1,上海国际集团有限公司,2428856832,23.573,国有股,600000
2010-06-30,,2,上海国际信托有限公司,750710592,7.286,国有股,600000
2010-06-30,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,389357088,3.779,境外法人股,600000
2010-06-30,,4,上海国鑫投资发展有限公司,290078464,2.815,国有股,600000
2010-06-30,,5,兴亚集团控股有限公司,161097024,1.563,境内法人股,600000
2010-06-30,,6,百联集团有限公司,146218096,1.419,国有股,600000
2010-06-30,,7,中国烟草总公司江苏省公司（江苏省烟草公司）,123754160,1.201,国有股,600000
2010-06-30,,8,交通银行－易方达 50 指数证券投资基金,90016400,0.874,境内法人股,600000
2010-06-30,,9,上海市邮政公司,87031808,0.845,国有股,600000
2010-06-30,,10,中国建设银行－长城品牌优选股票型证券投资基金,80964384,0.786,境内法人股,600000
2010-03-31,,1,上海国际集团有限公司,1868351488,23.573,国有股,600000
2010-03-31,,2,上海国际信托有限公司,577469696,7.286,国有股,600000
2010-03-31,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,299505440,3.779,境外法人股,600000
2010-03-31,,4,上海国鑫投资发展有限公司,223137280,2.815,国有股,600000
2010-03-31,,5,百联集团有限公司,112475456,1.419,国有股,600000
2010-03-31,,6,兴亚集团控股有限公司,110531368,1.395,境内法人股,600000
2010-03-31,,7,中国烟草总公司江苏省公司（江苏省烟草公司）,95195504,1.201,国有股,600000
2010-03-31,,8,上海市邮政公司,66947544,0.845,国有股,600000
2010-03-31,,9,交通银行－易方达 50 指数证券投资基金,66795992,0.843,境内法人股,600000
2010-03-31,,10,中国建设银行－长城品牌优选股票型证券投资基金,64303096,0.811,境内法人股,600000
2009-12-31,,1,上海国际集团有限公司,1868351488,23.573,国有股,600000
2009-12-31,,2,上海国际信托有限公司,577469696,7.286,国有股,600000
2009-12-31,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,299505440,3.779,境外法人股,600000
2009-12-31,,4,上海国鑫投资发展有限公司,223137280,2.815,国有股,600000
2009-12-31,,5,兴亚集团控股有限公司,125106448,1.578,境内法人股,600000
2009-12-31,,6,百联集团有限公司,112475456,1.419,国有股,600000
2009-12-31,,7,中国烟草总公司江苏省公司（江苏省烟草公司）,95195504,1.201,国有股,600000
2009-12-31,,8,交通银行－易方达 50 指数证券投资基金,92419856,1.166,境内法人股,600000
2009-12-31,,9,上海市邮政公司,66947544,0.845,国有股,600000
2009-12-31,,10,中国建设银行－长城品牌优选股票型证券投资基金,64334040,0.812,境内法人股,600000
2009-09-30,,1,上海国际集团有限公司,1868351488,23.573,国有股,600000
2009-09-30,,2,上海国际信托有限公司,577469696,7.286,国有股,600000
2009-09-30,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,299505440,3.779,境外法人股,600000
2009-09-30,,4,上海国鑫投资发展有限公司,223137280,2.815,国有股,600000
2009-09-30,,5,百联集团有限公司,112475456,1.419,国有股,600000
2009-09-30,,6,兴亚集团控股有限公司,98740304,1.246,境内法人股,600000
2009-09-30,,7,交通银行－易方达50 指数证券投资基金,97419856,1.229,境内法人股,600000
2009-09-30,,8,中国烟草总公司江苏省公司（江苏省烟草公司）,95195504,1.201,国有股,600000
2009-09-30,,9,上海市邮政公司,66947544,0.845,国有股,600000
2009-09-30,,10,中国建设银行－长城品牌优选股票型证券投资基金,64334040,0.812,境内法人股,600000
2009-06-30,,1,上海国际集团有限公司,1868351488,23.573,国有股,600000
2009-06-30,,2,上海国际信托有限公司,577469696,7.286,国有股,600000
2009-06-30,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,299505440,3.779,境外法人股,600000
2009-06-30,,4,上海国鑫投资发展有限公司,223137280,2.815,国有股,600000
2009-06-30,,5,百联集团有限公司,112475456,1.419,国有股,600000
2009-06-30,,6,交通银行－易方达50指数证券投资基金,99919856,1.261,境内法人股,600000
2009-06-30,,7,中国烟草总公司江苏省公司（江苏省烟草公司）,95195504,1.201,国有股,600000
2009-06-30,,8,兴亚集团控股有限公司,68248784,0.861,境内法人股,600000
2009-06-30,,9,上海市邮政公司,66947544,0.845,国有股,600000
2009-06-30,,10,中国工商银行－广发聚丰股票型证券投资基金,65000000,0.82,境内法人股,600000
2009-03-31,,1,上海国际集团有限公司,685363520,13.674,国有股,600000
2009-03-31,,2,上海国际信托有限公司,412478368,8.23,国有股,600000
2009-03-31,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,213932464,4.268,境外法人股,600000
2009-03-31,,4,上海国鑫投资发展有限公司,159383776,3.18,国有股,600000
2009-03-31,,5,百联集团有限公司,80339608,1.603,国有股,600000
2009-03-31,,6,交通银行－易方达 50 指数证券投资基金,76000000,1.516,境内法人股,600000
2009-03-31,,7,中国烟草总公司江苏省公司（江苏省烟草公司）,67996792,1.357,国有股,600000
2009-03-31,,8,融通新蓝筹证券投资基金,60810964,1.213,境内法人股,600000
2009-03-31,,9,中国工商银行－广发聚丰股票型证券投资基金,51400000,1.026,境内法人股,600000
2009-03-31,,10,上海市邮政公司,47819676,0.954,国有股,600000
2008-12-31,,1,上海国际集团有限公司,685363520,13.674,国有股,600000
2008-12-31,,2,上海国际信托有限公司,412478368,8.23,国有股,600000
2008-12-31,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,213932464,4.268,境外法人股,600000
2008-12-31,,4,上海国鑫投资发展有限公司,159383776,3.18,国有股,600000
2008-12-31,,5,交通银行－易方达50指数证券投资基金,94206560,1.88,境内法人股,600000
2008-12-31,,6,百联集团有限公司,80339608,1.603,国有股,600000
2008-12-31,,7,中国烟草总公司江苏省公司（江苏省烟草公司）,67996792,1.357,国有股,600000
2008-12-31,,8,中国工商银行－上证50交易型开放式指数证券投资基金,52892324,1.055,境内法人股,600000
2008-12-31,,9,兴业银行股份有限公司－兴业趋势投资混合型证券投资基金,49113936,0.98,境内法人股,600000
2008-12-31,,10,上海市邮政公司,47819676,0.954,国有股,600000
2008-09-30,,1,上海国际集团有限公司,685363520,13.674,国有股,600000
2008-09-30,,2,上海国际信托有限公司,412478368,8.23,国有股,600000
2008-09-30,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,213932464,4.268,境外法人股,600000
2008-09-30,,4,上海国鑫投资发展有限公司,159383776,3.18,国有股,600000
2008-09-30,,5,中国平安人寿保险股份有限公司-分红-个险分红,97176432,1.939,境内法人股,600000
2008-09-30,,6,交通银行-易方达50指数证券投资基金,89731272,1.79,境内法人股,600000
2008-09-30,,7,百联集团有限公司,80339608,1.603,国有股,600000
2008-09-30,,8,中国烟草总公司江苏省公司(江苏省烟草公司),67996792,1.357,国有股,600000
2008-09-30,,9,中国工商银行-上证50交易型开放式指数证券投资基金,59882596,1.195,境内法人股,600000
2008-09-30,,10,中国工商银行-广发聚丰股票型证券投资基金,59146664,1.18,境内法人股,600000
2008-06-30,,1,上海国际集团有限公司,685363520,13.674,国有股,600000
2008-06-30,,2,上海国际信托有限公司,412478368,8.23,国有股,600000
2008-06-30,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,213932464,4.268,境外法人股,600000
2008-06-30,,4,上海上实(集团)有限公司,183657168,3.664,国有股,600000
2008-06-30,,5,中国平安人寿保险股份有限公司－传统－普通保险产品,155702128,3.106,境内法人股,600000
2008-06-30,,6,中国平安人寿保险股份有限公司－分红－个险分红,97176432,1.939,境内法人股,600000
2008-06-30,,7,百联集团有限公司,80339608,1.603,国有股,600000
2008-06-30,,8,中国烟草总公司江苏省公司（江苏省烟草公司）,67996792,1.357,国有股,600000
2008-06-30,,9,交通银行－易方达50 指数证券投资基金,61071408,1.218,境内法人股,600000
2008-06-30,,10,中国工商银行－广发聚丰股票型证券投资基金,58796664,1.173,境内法人股,600000
2008-03-31,,1,上海国际集团有限公司,331452704,9.368,国有股,600000
2008-03-31,,2,上海国际信托有限公司,195750000,5.532,国有股,600000
2008-03-31,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,164563440,4.651,境外法人股,600000
2008-03-31,,4,上海上实(集团)有限公司,142149568,4.018,国有股,600000
2008-03-31,,5,中国平安人寿保险股份有限公司－传统－普通保险产品,119770872,3.385,境内法人股,600000
2008-03-31,,6,中国平安人寿保险股份有限公司－分红－个险分红,74751104,2.113,境内法人股,600000
2008-03-31,,7,百联集团有限公司,61799700,1.747,国有股,600000
2008-03-31,,8,中国烟草总公司江苏省公司（江苏省烟草公司）,52305224,1.478,国有股,600000
2008-03-31,,9,交通银行－易方达 50 指数证券投资基金,47978008,1.356,境内法人股,600000
2008-03-31,,10,中国工商银行－广发聚丰股票型证券投资基金,45460256,1.285,境内法人股,600000
2007-12-31,,1,上海国际集团有限公司,331452704,9.368,国有股,600000
2007-12-31,,2,上海国际信托有限公司,195750000,5.532,国有股,600000
2007-12-31,,3,CITIBANK OVERSEAS INVESTMENT CORPORATION,164563440,4.651,境外法人股,600000
