OBJECTID,ObserverName,Date,RoostPlantSpp,Num_Monarchs,Site_Name,Key_ID,Nearby_Nectar,Comments,GlobalID,CreationDate,Creator,EditDate,Editor,Date_Converted,Date_Text,Local_Time,x,y
301,Sarah,10/27/2021 12:52,Fraspp,2,SPCG,SPCG10272021,,Mexican ash F. berlandieri,08041259-745f-48cf-94cd-958265fdcfd8,10/27/2021 12:52,SMHoward@nps.gov_nps,11/1/2021 14:45,SMHoward@nps.gov_nps,,,,-100.950533,29.46991283
302,Sarah,11/2/2021 12:40,Fraspp,35,SPCG,SPCG11022021,,,36e2224d-a531-4fd2-867d-107cbafe5365,11/2/2021 12:40,SMHoward@nps.gov_nps,11/2/2021 12:40,SMHoward@nps.gov_nps,,,,-100.9505311,29.4699106
303,Sarah,11/2/2021 12:50,Acafar,11,SPCG,SPCG11022021,,,2455b6d0-235d-4d5b-9142-f190b2069710,11/2/2021 12:47,SMHoward@nps.gov_nps,11/2/2021 12:47,SMHoward@nps.gov_nps,,,,-100.9506587,29.47032556
304,Sarah,11/2/2021 12:48,Acafar,24,SPCG,SPCG11022021,,,6b77839f-9b81-4359-be1b-c3c8e1a049ca,11/2/2021 12:48,SMHoward@nps.gov_nps,11/2/2021 12:48,SMHoward@nps.gov_nps,,,,-100.9505675,29.47017904
305,Sarah,11/2/2021 12:49,Acafar,30,SPCG,SPCG11022021,,,71c87164-524e-4759-9b4b-d29e42622f42,11/2/2021 12:49,SMHoward@nps.gov_nps,11/2/2021 12:49,SMHoward@nps.gov_nps,,,,-100.9505426,29.47020232
306,Sarah,11/2/2021 12:50,Acafar,1,SPCG,SPCG11022021,,,893a45e8-5bcc-4985-86a2-582acb757625,11/2/2021 12:50,SMHoward@nps.gov_nps,11/2/2021 12:50,SMHoward@nps.gov_nps,,,,-100.9505178,29.47006225
307,Sarah,11/2/2021 12:50,Acafar,3,SPCG,SPCG11022021,,,55bc2b43-67dd-4071-abc7-51b67b21a046,11/2/2021 12:50,SMHoward@nps.gov_nps,11/2/2021 12:50,SMHoward@nps.gov_nps,,,,-100.9505143,29.47002642
308,Sarah,11/8/2021 13:08,Fraspp,4,SPCG,SPCG11082021,,,08a5f3f2-72bc-4130-a957-30fc81d09aec,11/8/2021 13:08,SMHoward@nps.gov_nps,11/8/2021 13:08,SMHoward@nps.gov_nps,,,,-100.9505386,29.46992901
309,Sarah,11/8/2021 13:12,Acafar,3,SPCG,SPCG11082021,,,5a9e715a-f713-4c6e-bf69-74eb31d7d2c5,11/8/2021 13:12,SMHoward@nps.gov_nps,11/8/2021 13:12,SMHoward@nps.gov_nps,,,,-100.950555,29.47024439
310,Sarah,11/8/2021 13:12,Acafar,9,SPCG,SPCG11082021,,,18e24bb5-bc41-46b5-a56a-56a3b0cfa044,11/8/2021 13:12,SMHoward@nps.gov_nps,11/8/2021 13:12,SMHoward@nps.gov_nps,,,,-100.9505684,29.4702227
